101010100_2020-12-22,101010100,北京,2020-12-22,64,2,良,PM2.5,72,46,50,7,0.9,22,-6,5,多云,2,3,35,0.0,1014
101020100_2020-12-22,101020100,上海,2020-12-22,88,2,良,PM2.5,55,65,67,10,0.8,55,5,11,晴,2,3,70,0.0,1023
101030100_2020-12-22,101030100,天津,2020-12-22,212,5,重度污染,PM2.5,164,162,86,27,2.1,22,-2,6,晴,2,3,51,0.0,1021
101040100_2020-12-22,101040100,重庆,2020-12-22,97,2,良,PM2.5,116,72,67,11,1.1,9,4,11,多云,2,3,64,0.0,984
101050101_2020-12-22,101050101,哈尔滨,2020-12-22,85,2,良,PM2.5,82,63,32,26,1.0,62,-11,-5,多云,4,16,91,0.0,995
101050201_2020-12-22,101050201,齐齐哈尔,2020-12-22,52,2,良,PM10,53,25,13,52,0.5,54,-15,-5,多云,2,3,84,0.0,993
101050301_2020-12-22,101050301,牡丹江,2020-12-22,82,2,良,PM2.5,85,60,49,27,1.0,45,-13,-1,晴,4,16,92,0.0,969
101050401_2020-12-22,101050401,佳木斯,2020-12-22,69,2,良,PM2.5,64,50,15,14,0.8,64,-14,-5,多云,4,16,92,0.0,1000
101050501_2020-12-22,101050501,绥化,2020-12-22,84,2,良,PM2.5,80,62,24,14,0.8,55,-16,-8,多云,2,3,96,0.0,991
101050601_2020-12-22,101050601,黑河,2020-12-22,40,1,优,NA,40,26,12,8,0.4,32,-22,-12,多云,2,3,97,0.0,996
101050701_2020-12-22,101050701,大兴安岭,2020-12-22,22,1,优,NA,22,8,8,14,0.4,62,-22,-8,多云,2,3,98,0.0,953
101050801_2020-12-22,101050801,伊春,2020-12-22,46,1,优,NA,46,28,28,15,1.0,30,-20,-7,多云,2,3,95,0.0,971
101050901_2020-12-22,101050901,大庆,2020-12-22,53,2,良,PM10,56,23,19,24,0.6,40,-13,-4,晴,2,3,88,0.0,993
101051002_2020-12-22,101051002,七台河,2020-12-22,78,2,良,PM2.5,102,57,34,15,0.5,70,-17,-3,晴,4,16,90,0.0,982
101051101_2020-12-22,101051101,鸡西,2020-12-22,62,2,良,PM10,74,36,24,11,0.6,64,-12,-1,晴,2,3,91,0.0,979
101051201_2020-12-22,101051201,鹤岗,2020-12-22,70,2,良,PM10,89,43,36,24,0.9,36,-18,-5,多云,2,3,91,0.0,995
101051301_2020-12-22,101051301,双鸭山,2020-12-22,60,2,良,PM10,69,41,16,12,0.8,64,-13,-3,晴,2,3,93,0.0,987
101060101_2020-12-22,101060101,长春,2020-12-22,72,2,良,PM2.5,62,52,31,22,1.2,48,-10,-1,晴,2,3,92,0.0,986
101060201_2020-12-22,101060201,吉林,2020-12-22,49,1,优,NA,49,32,19,16,0.9,70,-6,0,晴,2,3,89,0.0,980
101060306_2020-12-22,101060306,延边,2020-12-22,60,2,良,PM10,70,26,28,18,0.7,57,-11,2,晴,2,3,66,0.0,973
101060401_2020-12-22,101060401,四平,2020-12-22,72,2,良,PM2.5,75,52,35,25,1.4,55,-13,0,晴,4,16,93,0.0,989
101060501_2020-12-22,101060501,通化,2020-12-22,169,4,中度污染,PM2.5,206,128,40,65,2.0,24,-15,0,晴,2,3,93,0.0,950
101060601_2020-12-22,101060601,白城,2020-12-22,64,2,良,PM10,78,40,8,11,0.6,62,-15,-2,晴,2,3,74,0.0,991
101060701_2020-12-22,101060701,辽源,2020-12-22,99,2,良,PM2.5,102,74,21,22,1.6,47,-12,1,晴,2,3,87,0.0,974
101060801_2020-12-22,101060801,松原,2020-12-22,58,2,良,PM10,66,36,18,13,1.1,62,-14,-6,晴,2,3,89,0.0,993
101060901_2020-12-22,101060901,白山,2020-12-22,79,2,良,PM10,108,41,29,40,1.4,36,-10,-1,晴,2,3,95,0.0,931
101070101_2020-12-22,101070101,沈阳,2020-12-22,129,3,轻度污染,PM2.5,135,98,47,31,1.4,33,-9,5,晴,4,16,80,0.0,1010
101070201_2020-12-22,101070201,大连,2020-12-22,97,2,良,PM2.5,102,72,32,19,0.9,59,2,7,晴,5,34,68,0.0,1017
101070301_2020-12-22,101070301,鞍山,2020-12-22,102,3,轻度污染,PM2.5,124,76,43,22,1.3,45,0,5,晴,4,24,84,0.0,1007
101070401_2020-12-22,101070401,抚顺,2020-12-22,109,3,轻度污染,PM2.5,144,82,44,29,1.4,40,-11,4,晴,4,16,85,0.0,988
101070501_2020-12-22,101070501,本溪,2020-12-22,94,2,良,PM2.5,92,70,30,45,1.4,54,-5,5,晴,4,16,85,0.0,981
101070601_2020-12-22,101070601,丹东,2020-12-22,84,2,良,PM2.5,91,62,46,37,1.6,30,-7,5,晴,2,3,90,0.0,1011
101070701_2020-12-22,101070701,锦州,2020-12-22,163,4,中度污染,PM2.5,250,124,72,97,1.6,35,-8,5,晴,4,16,57,0.0,1009
101070801_2020-12-22,101070801,营口,2020-12-22,120,3,轻度污染,PM2.5,96,91,45,20,1.0,44,0,5,晴,4,24,78,0.0,1018
101070901_2020-12-22,101070901,阜新,2020-12-22,138,3,轻度污染,PM2.5,174,105,56,166,1.6,35,-14,2,晴,2,3,56,0.0,985
101071001_2020-12-22,101071001,辽阳,2020-12-22,98,2,良,PM10,146,72,49,23,1.4,40,-3,5,晴,4,24,83,0.0,1011
101071101_2020-12-22,101071101,铁岭,2020-12-22,124,3,轻度污染,PM2.5,116,94,54,27,1.4,34,-4,4,晴,4,24,87,0.0,1005
101071201_2020-12-22,101071201,朝阳,2020-12-22,79,2,良,PM10,108,53,30,37,1.5,51,-12,4,晴,4,16,63,0.0,979
101071301_2020-12-22,101071301,盘锦,2020-12-22,62,2,良,PM10,73,35,45,28,1.0,43,-3,4,晴,4,16,62,0.0,1017
101071401_2020-12-22,101071401,葫芦岛,2020-12-22,88,2,良,PM10,126,53,46,30,1.1,47,-10,6,晴,4,16,56,0.0,1012
101080101_2020-12-22,101080101,呼和浩特,2020-12-22,123,3,轻度污染,PM2.5,137,93,44,29,1.4,22,-15,-3,多云,4,16,65,0.0,882
101080201_2020-12-22,101080201,包头,2020-12-22,152,4,中度污染,PM2.5,167,116,55,34,1.8,24,-16,0,多云,4,16,54,0.0,887
101080301_2020-12-22,101080301,乌海,2020-12-22,113,3,轻度污染,PM2.5,129,85,11,14,0.7,70,-16,-2,多云,4,24,68,0.0,881
101080405_2020-12-22,101080405,乌兰察布,2020-12-22,69,2,良,PM2.5,62,50,38,31,0.8,52,-16,-4,晴,4,24,74,0.0,853
101080501_2020-12-22,101080501,通辽,2020-12-22,60,2,良,PM10,69,40,22,16,0.5,73,-11,-3,晴,2,3,82,0.0,990
101080601_2020-12-22,101080601,赤峰,2020-12-22,168,4,中度污染,PM2.5,186,127,37,36,1.6,56,-14,0,晴,2,3,67,0.0,935
101080701_2020-12-22,101080701,鄂尔多斯,2020-12-22,69,2,良,PM10,87,49,38,28,1.0,50,-13,0,晴,4,24,54,0.0,863
101080811_2020-12-22,101080811,巴彦淖尔,2020-12-22,112,3,轻度污染,PM2.5,114,84,23,27,0.9,40,-14,-1,多云,4,24,38,0.0,903
101080902_2020-12-22,101080902,锡林郭勒,2020-12-22,26,1,优,NA,25,18,10,12,0.7,80,-18,-10,多云,4,24,88,0.0,887
101081013_2020-12-22,101081013,呼伦贝尔,2020-12-22,29,1,优,NA,27,20,14,4,0.4,50,-21,-12,多云,2,3,92,0.0,935
101081108_2020-12-22,101081108,兴安盟,2020-12-22,23,1,优,NA,23,12,7,4,0.4,72,-12,-3,晴,4,16,79,0.0,969
101081213_2020-12-22,101081213,阿拉善盟,2020-12-22,43,1,优,NA,38,30,8,6,0.3,88,-13,-1,多云,5,34,44,0.0,838
101090101_2020-12-22,101090101,石家庄,2020-12-22,88,2,良,PM2.5,124,65,75,37,1.8,25,-2,10,晴,2,3,28,0.0,1012
101090201_2020-12-22,101090201,保定,2020-12-22,107,3,轻度污染,PM2.5,127,80,63,22,1.2,22,-7,6,晴,2,3,38,0.0,1018
101090301_2020-12-22,101090301,张家口,2020-12-22,70,2,良,PM10,90,46,33,38,1.2,43,-13,-1,晴,2,3,59,0.0,908
101090402_2020-12-22,101090402,承德,2020-12-22,80,2,良,PM10,110,44,46,26,1.9,29,-14,2,晴,2,3,61,0.0,953
101090501_2020-12-22,101090501,唐山,2020-12-22,120,3,轻度污染,PM2.5,152,91,77,25,1.4,28,-9,6,晴,2,3,57,0.0,1017
101090601_2020-12-22,101090601,廊坊,2020-12-22,143,3,轻度污染,PM2.5,183,109,108,24,1.8,14,-6,6,晴,2,3,47,0.0,1019
101090701_2020-12-22,101090701,沧州,2020-12-22,189,4,中度污染,PM2.5,203,142,60,26,1.9,36,-6,7,晴,2,3,63,0.0,1020
101090801_2020-12-22,101090801,衡水,2020-12-22,209,5,重度污染,PM2.5,222,159,63,26,1.6,28,-4,7,晴,2,3,45,0.0,1018
101090901_2020-12-22,101090901,邢台,2020-12-22,85,2,良,PM10,120,58,69,40,2.7,25,-3,7,晴,2,3,32,0.0,1013
101091001_2020-12-22,101091001,邯郸,2020-12-22,144,3,轻度污染,PM2.5,191,110,78,27,2.4,22,-2,8,晴,2,3,34,0.0,1012
101091101_2020-12-22,101091101,秦皇岛,2020-12-22,103,3,轻度污染,PM2.5,147,77,69,47,2.7,29,-7,5,晴,2,3,59,0.0,1010
101091201_2020-12-22,101091201,雄安新区,2020-12-22,95,2,良,PM2.5,103,71,64,18,1.0,19,-7,6,晴,2,3,49,0.0,1019
101100101_2020-12-22,101100101,太原,2020-12-22,104,3,轻度污染,PM2.5,132,78,64,54,1.8,26,-14,5,晴,2,3,32,0.0,912
101100201_2020-12-22,101100201,大同,2020-12-22,185,4,中度污染,PM2.5,234,139,75,97,2.4,17,-18,1,晴,2,3,47,0.0,889
101100301_2020-12-22,101100301,阳泉,2020-12-22,77,2,良,PM2.5,79,56,49,89,1.2,51,-6,7,晴,4,16,34,0.0,907
101100401_2020-12-22,101100401,晋中,2020-12-22,94,2,良,PM2.5,116,70,48,112,1.6,35,-5,6,晴,2,3,37,0.0,917
101100501_2020-12-22,101100501,长治,2020-12-22,90,2,良,PM2.5,114,67,63,37,1.9,30,-8,7,晴,4,16,45,0.0,904
101100601_2020-12-22,101100601,晋城,2020-12-22,87,2,良,PM2.5,98,64,53,41,3.1,45,-3,8,阴,2,3,35,0.0,924
101100701_2020-12-22,101100701,临汾,2020-12-22,104,3,轻度污染,PM2.5,121,78,44,34,1.5,34,-4,7,阴,2,3,32,0.0,955
101100801_2020-12-22,101100801,运城,2020-12-22,231,5,重度污染,PM2.5,245,181,55,36,4.0,41,-7,9,阴,2,3,43,0.0,966
101100901_2020-12-22,101100901,朔州,2020-12-22,112,3,轻度污染,PM2.5,159,84,51,37,1.0,44,-14,4,多云,4,16,57,0.0,872
101101001_2020-12-22,101101001,忻州,2020-12-22,123,3,轻度污染,PM2.5,180,93,55,24,1.4,18,-13,2,晴,2,3,46,0.0,915
101101100_2020-12-22,101101100,吕梁,2020-12-22,80,2,良,PM10,110,56,38,21,0.8,33,-10,5,晴,2,3,52,0.0,888
101110101_2020-12-22,101110101,西安,2020-12-22,208,5,重度污染,PM2.5,208,158,72,17,1.8,25,-4,6,多云,2,3,34,0.0,975
101110200_2020-12-22,101110200,咸阳,2020-12-22,204,5,重度污染,PM2.5,164,154,56,16,1.3,43,-4,6,多云,2,3,39,0.0,977
101110300_2020-12-22,101110300,延安,2020-12-22,72,2,良,PM2.5,68,52,57,9,1.9,20,-13,7,晴,2,3,71,0.0,890
101110401_2020-12-22,101110401,榆林,2020-12-22,92,2,良,PM2.5,113,68,74,21,1.9,21,-13,1,多云,4,24,75,0.0,893
101110501_2020-12-22,101110501,渭南,2020-12-22,217,5,重度污染,PM2.5,226,167,59,17,1.9,36,-4,7,多云,2,3,42,0.0,975
101110601_2020-12-22,101110601,商洛,2020-12-22,67,2,良,PM2.5,76,48,32,8,0.8,39,-3,10,晴,2,3,50,0.0,898
101110701_2020-12-22,101110701,安康,2020-12-22,113,3,轻度污染,PM2.5,98,85,32,17,1.0,17,1,10,多云,2,3,62,0.0,959
101110801_2020-12-22,101110801,汉中,2020-12-22,162,4,中度污染,PM2.5,148,123,45,26,1.8,20,0,8,多云,2,3,60,0.0,939
