101010100_2020-12-16,101010100,北京,2020-12-16,20,1,优,-,20,10,15,4,0.4,47,-7,2,晴,2,6,26,0.0,1030
101020100_2020-12-16,101020100,上海,2020-12-16,57,2,良,PM2.5,55,40,33,14,1.0,49,2,6,多云,1,5,46,0.0,1033
101030100_2020-12-16,101030100,天津,2020-12-16,22,1,优,-,22,11,23,6,0.5,45,-4,2,晴,3,13,25,0.0,1034
101040100_2020-12-16,101040100,重庆,2020-12-16,53,2,良,PM10,55,33,37,9,0.5,20,7,8,阴,2,7,70,0.0,997
101050101_2020-12-16,101050101,哈尔滨,2020-12-16,99,2,良,PM2.5,108,74,36,28,1.1,38,-24,-16,晴,4,21,62,0.0,1013
101050201_2020-12-16,101050201,齐齐哈尔,2020-12-16,51,2,良,PM10,52,25,13,8,0.6,45,-22,-12,晴,3,12,47,0.0,1007
101050301_2020-12-16,101050301,牡丹江,2020-12-16,51,2,良,PM10,51,27,22,15,0.4,47,-23,-15,多云,5,29,51,0.0,987
101050401_2020-12-16,101050401,佳木斯,2020-12-16,36,1,优,-,36,16,8,8,0.4,52,-21,-14,晴,4,25,52,0.0,1012
101050501_2020-12-16,101050501,绥化,2020-12-16,64,2,良,PM2.5,58,46,17,6,0.8,38,-25,-17,晴,2,11,62,0.0,1004
101050601_2020-12-16,101050601,黑河,2020-12-16,17,1,优,-,17,10,7,6,0.2,54,-25,-15,晴,3,15,49,0.0,1000
101050701_2020-12-16,101050701,大兴安岭,2020-12-16,15,1,优,-,12,8,10,10,0.5,46,-30,-15,晴,1,4,60,0.0,975
101050801_2020-12-16,101050801,伊春,2020-12-16,16,1,优,-,12,11,6,10,0.5,42,-27,-16,晴,4,28,55,0.0,989
101050901_2020-12-16,101050901,大庆,2020-12-16,34,1,优,-,34,16,13,11,0.4,47,-20,-13,晴,3,18,47,0.0,1008
101051002_2020-12-16,101051002,七台河,2020-12-16,40,1,优,-,40,27,12,10,0.5,66,-22,-16,晴,5,32,52,0.0,997
101051101_2020-12-16,101051101,鸡西,2020-12-16,37,1,优,-,37,16,16,5,0.3,47,-22,-15,晴,5,37,48,0.0,988
101051201_2020-12-16,101051201,鹤岗,2020-12-16,26,1,优,-,26,10,5,5,0.5,53,-21,-14,晴,6,39,41,0.0,997
101051301_2020-12-16,101051301,双鸭山,2020-12-16,26,1,优,-,26,12,7,7,0.5,50,-21,-14,晴,4,23,47,0.0,998
101060101_2020-12-16,101060101,长春,2020-12-16,72,2,良,PM2.5,77,52,30,29,0.8,34,-22,-15,晴,3,17,62,0.0,1000
101060201_2020-12-16,101060201,吉林,2020-12-16,38,1,优,-,38,25,15,15,0.7,52,-22,-14,晴,3,12,53,0.0,992
101060306_2020-12-16,101060306,延边,2020-12-16,37,1,优,-,37,10,6,7,0.4,58,-18,-11,晴,6,46,36,0.0,993
101060401_2020-12-16,101060401,四平,2020-12-16,62,2,良,PM2.5,61,44,13,8,0.5,56,-24,-14,晴,4,20,62,0.0,1008
101060501_2020-12-16,101060501,通化,2020-12-16,56,2,良,PM10,62,35,16,23,0.4,45,-23,-12,晴,3,12,62,0.0,979
101060601_2020-12-16,101060601,白城,2020-12-16,47,1,优,-,47,22,6,8,0.2,36,-21,-11,晴,3,17,38,0.0,1008
101060701_2020-12-16,101060701,辽源,2020-12-16,58,2,良,PM10,65,39,10,13,0.9,52,-26,-12,晴,3,15,64,0.0,998
101060801_2020-12-16,101060801,松原,2020-12-16,117,3,轻度污染,PM2.5,100,88,25,10,0.8,32,-24,-14,晴,2,9,61,0.0,1011
101060901_2020-12-16,101060901,白山,2020-12-16,88,2,良,PM10,125,54,14,28,1.1,41,-26,-13,晴,3,15,66,0.0,964
101070101_2020-12-16,101070101,沈阳,2020-12-16,44,1,优,-,44,27,32,23,0.7,36,-20,-9,晴,2,8,53,0.0,1027
101070201_2020-12-16,101070201,大连,2020-12-16,31,1,优,-,31,16,20,17,0.5,54,-7,-2,晴,3,18,50,0.0,1021
101070301_2020-12-16,101070301,鞍山,2020-12-16,57,2,良,PM10,63,27,29,37,1.8,42,-14,-8,晴,3,12,37,0.0,1023
101070401_2020-12-16,101070401,抚顺,2020-12-16,93,2,良,PM10,135,50,40,48,1.4,31,-23,-10,晴,2,11,64,0.0,1017
101070501_2020-12-16,101070501,本溪,2020-12-16,75,2,良,PM10,99,42,33,43,1.6,37,-20,-10,晴,2,11,54,0.0,1009
101070601_2020-12-16,101070601,丹东,2020-12-16,32,1,优,-,32,11,10,12,0.5,56,-16,-6,晴,3,15,38,0.0,1031
101070701_2020-12-16,101070701,锦州,2020-12-16,47,1,优,-,47,30,16,31,0.6,54,-15,-4,晴,3,16,41,0.0,1025
101070801_2020-12-16,101070801,营口,2020-12-16,39,1,优,-,38,27,19,21,0.6,54,-15,-7,晴,2,7,46,0.0,1033
101070901_2020-12-16,101070901,阜新,2020-12-16,38,1,优,-,38,13,8,12,0.4,60,-16,-7,晴,1,3,48,0.0,1011
101071001_2020-12-16,101071001,辽阳,2020-12-16,44,1,优,-,44,23,14,12,0.5,51,-19,-8,晴,3,15,50,0.0,1030
101071101_2020-12-16,101071101,铁岭,2020-12-16,39,1,优,-,39,18,17,11,0.6,48,-20,-11,晴,3,14,53,0.0,1021
101071201_2020-12-16,101071201,朝阳,2020-12-16,64,2,良,PM10,78,29,26,57,1.6,44,-19,-4,晴,3,17,45,0.0,1011
101071301_2020-12-16,101071301,盘锦,2020-12-16,54,2,良,PM10,58,16,37,36,0.8,44,-16,-6,晴,2,7,46,0.0,1033
101071401_2020-12-16,101071401,葫芦岛,2020-12-16,57,2,良,PM10,63,32,24,15,0.7,55,-19,-4,晴,2,9,48,0.0,1029
101080101_2020-12-16,101080101,呼和浩特,2020-12-16,64,2,良,PM10,77,36,32,22,1.2,32,-19,-9,晴,2,9,50,0.0,896
